round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.6125788629526073,0.75,0.7307692307692307,0.7702702702702703,
2,0.5743002507474138,0.7549668874172185,0.7402597402597403,0.7702702702702703,
3,0.5146632667094501,0.7320261437908496,0.7088607594936709,0.7567567567567568,
4,0.5694175976759943,0.7417218543046358,0.7272727272727273,0.7567567567567568,
5,0.6132472644573836,0.7692307692307693,0.7971014492753623,0.7432432432432432,
6,0.6904485162329267,0.7692307692307693,0.7971014492753623,0.7432432432432432,
7,0.6653959206922105,0.7692307692307693,0.7971014492753623,0.7432432432432432,
8,0.6545152181200565,0.7714285714285715,0.8181818181818182,0.7297297297297297,
9,0.6730376847542965,0.7571428571428571,0.803030303030303,0.7162162162162162,
10,0.6548435435110699,0.7581699346405228,0.7341772151898734,0.7837837837837838,
11,0.6727715013657671,0.7662337662337663,0.7375,0.7972972972972973,
12,0.6838035218160363,0.7682119205298014,0.7532467532467533,0.7837837837837838,
13,0.732501262997225,0.7763157894736842,0.7564102564102564,0.7972972972972973,
14,0.727006730761355,0.7733333333333333,0.7631578947368421,0.7837837837837838,
15,0.7125717740781125,0.7712418300653595,0.7468354430379747,0.7972972972972973,
16,0.7475479103283141,0.7763157894736842,0.7564102564102564,0.7972972972972973,
17,0.749142977333586,0.7733333333333333,0.7631578947368421,0.7837837837837838,
18,0.7317110683976182,0.7733333333333333,0.7631578947368421,0.7837837837837838,
19,0.7780181019237409,0.7913669064748201,0.8461538461538461,0.7432432432432432,
20,0.7831884933575877,0.782608695652174,0.84375,0.7297297297297297,
