dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name,test_recall_at_fpr,test_threshold_at_fpr,test_actual_fpr,best_val_recall_at_fpr
creditcard,gbm,dirichlet,0.5,smote,42,20,5,1,0.7802048838196962,0.7887323943661971,0.8235294117647058,0.7567567567567568,0.8267627552482854,0.8368794326241135,0.8805970149253731,0.7972972972972973,0.0004803556276209791,0.17760306441232387,0.6967717898323421,val_f1_tuned,0.5181736820257041,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,a74b400c56313f2e0d8e2ba6e55bc164d6e369410ffacdb8e83941662fd8226b,20,89,0,0.0017321286456626562,2026-07-29T17:35:53Z,46.994,gbm_dirichlet_alpha0.5_smote_seed42,0.864865,0.000280,0.047130,
