k,between_mean,within_mean,within_min,within_max
1,0.1333,1.0,1.0,1.0
2,0.7636,1.0,1.0,1.0
3,0.6533,1.0,1.0,1.0
4,0.5667,1.0,1.0,1.0
5,0.6425,1.0,1.0,1.0
6,0.6286,1.0,1.0,1.0
7,0.6286,1.0,1.0,1.0
8,0.5775,1.0,1.0,1.0
9,0.675,1.0,1.0,1.0
10,0.7183,0.9133,0.5667,1.0
11,0.5273,0.7636,0.4091,1.0
12,0.7833,0.7833,-0.0833,1.0
13,1.0,1.0,1.0,1.0
