k,between_mean,within_mean,within_min,within_max
1,0.325,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0
3,0.8,1.0,1.0,1.0
4,0.82,1.0,1.0,1.0
5,0.505,1.0,1.0,1.0
6,0.4,1.0,1.0,1.0
7,0.3571,1.0,1.0,1.0
8,0.325,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0
