dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name
creditcard,ffd,dirichlet,0.5,none,42,20,5,20,0.7548425859773469,0.7746478873239436,0.8088235294117647,0.7432432432432432,0.814310315176119,0.835820895522388,0.9333333333333333,0.7567567567567568,0.0004911312531193917,-0.05256332278019396,0.9026079016012133,val_f1_tuned,0.5744889378547668,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,a74b400c56313f2e0d8e2ba6e55bc164d6e369410ffacdb8e83941662fd8226b,20,n/a,0,0.0017321286456626562,2026-07-28T12:07:02Z,275.618,ffd_dirichlet_alpha0.5_none_seed42
