round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.6406160243404495,0.7671232876712328,0.7777777777777778,0.7567567567567568,
2,0.658282613576083,0.7567567567567568,0.7567567567567568,0.7567567567567568,
3,0.6695668758295773,0.7564102564102564,0.7195121951219512,0.7972972972972973,
4,0.6831077037540505,0.7564102564102564,0.7195121951219512,0.7972972972972973,
5,0.6914475593642617,0.7612903225806451,0.7283950617283951,0.7972972972972973,
6,0.7016540006574844,0.7612903225806451,0.7283950617283951,0.7972972972972973,
7,0.7101048730131545,0.7581699346405228,0.7341772151898734,0.7837837837837838,
8,0.7164547015580309,0.7605633802816901,0.7941176470588235,0.7297297297297297,
9,0.7241197907249025,0.7605633802816901,0.7941176470588235,0.7297297297297297,
10,0.7310096528936636,0.7605633802816901,0.7941176470588235,0.7297297297297297,
11,0.7344132356277667,0.7692307692307693,0.7971014492753623,0.7432432432432432,
12,0.7415333981299431,0.7638888888888888,0.7857142857142857,0.7432432432432432,
13,0.7505206806211647,0.7659574468085106,0.8059701492537313,0.7297297297297297,
14,0.758874296643824,0.7638888888888888,0.7857142857142857,0.7432432432432432,
15,0.7608786856616714,0.7638888888888888,0.7857142857142857,0.7432432432432432,
16,0.7664153391959462,0.7619047619047619,0.7671232876712328,0.7567567567567568,
17,0.7692186401973629,0.7619047619047619,0.7671232876712328,0.7567567567567568,
18,0.7701247210904522,0.7619047619047619,0.7671232876712328,0.7567567567567568,
19,0.7717627972493589,0.7659574468085106,0.8059701492537313,0.7297297297297297,
20,0.7744971777512546,0.7671232876712328,0.7777777777777778,0.7567567567567568,
