k,between_mean,within_mean,within_min,within_max
1,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,0.7833,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0
6,0.8762,1.0,1.0,1.0
7,0.8762,1.0,1.0,1.0
8,0.74,0.935,0.675,1.0
9,0.6389,1.0,1.0,1.0
10,0.6533,1.0,1.0,1.0
11,0.5864,1.0,1.0,1.0
12,0.1333,1.0,1.0,1.0
13,1.0,1.0,1.0,1.0
