k,between_mean,within_mean,within_min,within_max
1,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,0.8556,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0
8,0.8375,0.74,0.675,1.0
9,0.6389,0.6389,0.2778,1.0
10,0.6533,0.48,0.1333,0.5667
11,0.7636,0.7636,-0.1818,1.0
12,0.7833,0.7833,-0.0833,1.0
13,1.0,1.0,1.0,1.0
