dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name
paysim,lr,centralized,,smote,42,n/a,1,,0.641185985623084,0.6316812439261419,0.7869249394673123,0.5275974025974026,0.6244554894913933,0.6136363636363636,0.7840909090909091,0.5040584415584416,0.0010212333441816251,-2.1106347445097873,0.9654442924233309,val_f1_tuned,0.8030883822709789,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,n/a (centralized),n/a,n/a,n/a,0.001290872837499856,2026-07-28T18:34:56Z,3.151,centralized_lr_smote_seed42
