round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.9789279699325562,0.9321340918540955,0.9390444755554199,0.9253246784210205,
2,0.9838890433311462,0.9360349774360657,0.9167315363883972,0.9561688303947449,
3,0.9812890887260437,0.9345048069953918,0.9198113083839417,0.9496753215789795,
4,0.9824912548065186,0.9331722855567932,0.9257188439369202,0.9407467246055603,
5,0.9835683703422546,0.9384928941726685,0.9419460296630859,0.9350649118423462,
6,0.9832215309143066,0.9331732988357544,0.9202841520309448,0.9464285969734192,
7,0.9815276861190796,0.933604896068573,0.9370400905609131,0.9301947951316833,
8,0.9825175404548645,0.9363564252853394,0.9180967211723328,0.9553571343421936,
9,0.983074963092804,0.9342421889305115,0.923137903213501,0.9456169009208679,
10,0.9842401146888733,0.9364493489265442,0.9461475014686584,0.926948070526123,
11,0.9837862849235535,0.9370459914207458,0.9317817091941833,0.9423701167106628,
12,0.9824230670928955,0.935562789440155,0.9401639103889465,0.9310064911842346,
13,0.9826804399490356,0.9335455894470215,0.9156908392906189,0.9521104097366333,
14,0.9824556112289429,0.933766782283783,0.9349064230918884,0.9326298832893372,
15,0.982225775718689,0.9303823113441467,0.9225857853889465,0.9383116960525513,
16,0.9839139580726624,0.9343125224113464,0.9392945170402527,0.9293830990791321,
17,0.982662558555603,0.9353643655776978,0.9490392804145813,0.9220778942108154,
18,0.9832743406295776,0.9332267045974731,0.9196217656135559,0.9472402334213257,
19,0.9840806722640991,0.9369885325431824,0.9447194933891296,0.9293830990791321,
20,0.9823651313781738,0.9339736104011536,0.9210733771324158,0.9472402334213257,
