round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
2,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
3,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
4,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
5,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
6,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
7,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
8,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
9,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
10,0.9968382063405589,0.9212303075768942,0.8563458856345886,0.9967532467532467,
