round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.9967422485351562,0.9975629448890686,0.9983739852905273,0.9967532753944397,
2,0.9967502355575562,0.9975629448890686,0.9983739852905273,0.9967532753944397,
3,0.9967877268791199,0.9975629448890686,0.9983739852905273,0.9967532753944397,
4,0.9967087507247925,0.9975629448890686,0.9983739852905273,0.9967532753944397,
5,0.9967786073684692,0.9975629448890686,0.9983739852905273,0.9967532753944397,
6,0.9967784285545349,0.9975629448890686,0.9983739852905273,0.9967532753944397,
7,0.9967631697654724,0.9975629448890686,0.9983739852905273,0.9967532753944397,
8,0.9967470169067383,0.9975629448890686,0.9983739852905273,0.9967532753944397,
9,0.9967473149299622,0.9975629448890686,0.9983739852905273,0.9967532753944397,
10,0.9967368245124817,0.9975629448890686,0.9983739852905273,0.9967532753944397,
11,0.9967398643493652,0.9975629448890686,0.9983739852905273,0.9967532753944397,
12,0.9967306852340698,0.9975629448890686,0.9983739852905273,0.9967532753944397,
13,0.9967618584632874,0.9975629448890686,0.9983739852905273,0.9967532753944397,
