dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name,test_recall_at_fpr,test_threshold_at_fpr,test_actual_fpr,best_val_recall_at_fpr
paysim,lr,dirichlet,0.5,none,42,20,5,3,0.6296560639445596,0.6306306306306306,0.758266818700114,0.5397727272727273,0.6007620182668731,0.6075322101090188,0.7798982188295165,0.49756493506493504,0.0008316066237268571,4.479958687516506,1.357796259795609,val_f1_tuned,0.017927239625301464,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,n/a,2,0.001290872837499856,2026-07-28T18:37:48Z,34.291,lr_dirichlet_alpha0.5_none_seed42,0.933442,0.000403,0.049657,
