k,between_mean,within_mean,within_min,within_max
1,1.0,1.0,1.0,1.0
2,0.7429,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0
5,0.64,1.0,1.0,1.0
6,0.6,1.0,1.0,1.0
7,0.7429,1.0,1.0,1.0
8,0.2125,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0
