dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name
creditcard,lr,dirichlet,0.5,smote,42,20,5,11,0.6754792076999705,0.76,0.75,0.7702702702702703,0.7715948221595952,0.7857142857142857,0.8333333333333334,0.7432432432432432,0.0006047273659268637,-1.6338053226490161,0.8249832895822328,val_f1_tuned,0.5489880297016495,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,a74b400c56313f2e0d8e2ba6e55bc164d6e369410ffacdb8e83941662fd8226b,20,n/a,0,0.0017321286456626562,2026-07-28T11:43:01Z,9.686,lr_dirichlet_alpha0.5_smote_seed42
