k,between_mean,within_mean,within_min,within_max
1,0.5667,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0
3,0.8267,1.0,1.0,1.0
4,0.7833,1.0,1.0,1.0
5,0.7725,1.0,1.0,1.0
6,0.8762,1.0,1.0,1.0
7,0.8143,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0
9,0.8556,1.0,1.0,1.0
10,0.8267,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,1.0
13,1.0,1.0,1.0,1.0
