dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name
creditcard,gbm,centralized,,smote,42,n/a,1,,0.8208890725661068,0.8405797101449275,0.90625,0.7837837837837838,0.8325469173501876,0.8450704225352113,0.8823529411764706,0.8108108108108109,0.00045797879416894724,-0.40637541810610855,0.7234679348097266,val_f1_tuned,0.6182897132761617,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,n/a (centralized),n/a,81,n/a,0.0017321286456626562,2026-07-29T17:34:32Z,2.279,centralized_gbm_smote_seed42
