dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name,test_recall_at_fpr,test_threshold_at_fpr,test_actual_fpr,best_val_recall_at_fpr
creditcard,gbm,centralized,,none,42,n/a,1,,0.7561948233706253,0.7936507936507936,0.9615384615384616,0.6756756756756757,0.7614862807443357,0.8062015503875969,0.9454545454545454,0.7027027027027027,0.0008694925188039938,-6.134177042849842,0.47563558108765486,val_f1_tuned,0.9999999999999953,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,n/a (centralized),n/a,1,n/a,0.0017321286456626562,2026-07-29T17:36:10Z,1.791,centralized_gbm_none_seed42,0.851351,0.001662,0.017961,0.837838
