dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name,test_recall_at_fpr,test_threshold_at_fpr,test_actual_fpr,best_val_recall_at_fpr
creditcard,xgb,centralized,,smote,42,n/a,1,,0.829621872664868,0.8549618320610687,0.9824561403508771,0.7567567567567568,0.8310313691285108,0.8613138686131386,0.9365079365079365,0.7972972972972973,0.0004401569696519801,-1.1593177541737052,1.1196121772608432,val_f1_tuned,0.7527055740356445,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,n/a (centralized),n/a,n/a,n/a,0.0017321286456626562,2026-07-28T13:03:49Z,29.431,centralized_xgb_smote_seed42,0.891892,0.003689,0.049780,0.905405
