feature,client_0_s11,client_0_s22,client_1_s11,client_1_s22,client_2_s11,client_2_s22,client_3_s11,client_3_s22,client_4_s11,client_4_s22,mean
step,0.000414765,0.000414765,0.000402079,0.000402079,0.000415577,0.000415577,0.00038649,0.00038649,0.000411984,0.000411984,0.000406179
amount,0.00522998,0.00522998,0.0034156,0.0034156,0.00234218,0.00234218,0.00587912,0.00587912,0.00831063,0.00831063,0.00503551
oldbalanceOrg,0.00109455,0.00109455,0.000462198,0.000462198,0.00031287,0.00031287,0.00104128,0.00104128,0.00106399,0.00106399,0.000794979
newbalanceOrig,0.0480402,0.0480402,0.0185236,0.0185236,0.00767283,0.00767283,0.0139851,0.0139851,0.0339475,0.0339475,0.0244338
oldbalanceDest,0.000163454,0.000163454,0.000182529,0.000182529,0.000199507,0.000199507,0.000188183,0.000188183,0.000440972,0.000440972,0.000234929
newbalanceDest,0.00312804,0.00312804,0.00340081,0.00340081,0.00287978,0.00287978,0.00243271,0.00243271,0.00321293,0.00321293,0.00301085
errorBalanceOrig,0.0602383,0.0602383,0.0224507,0.0224507,0.0110101,0.0110101,0.0177323,0.0177323,0.0444953,0.0444953,0.0311853
errorBalanceDest,0.000624087,0.000624087,0.00058552,0.00058552,0.000901325,0.000901325,0.000454041,0.000454041,0.000764185,0.000764185,0.000665831
type,0.0142695,0.0142695,0.00748673,0.00748673,0.00516181,0.00516181,0.00570436,0.00570436,0.0116953,0.0116953,0.00886355
