k,between_mean,within_mean,within_min,within_max
1,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0
3,0.675,0.9133,0.5667,1.0
4,0.7111,0.9278,0.6389,1.0
5,0.74,1.0,1.0,1.0
6,0.6905,1.0,1.0,1.0
7,0.644,0.9381,0.6905,1.0
8,0.74,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0
10,0.7183,0.74,0.5667,1.0
11,0.6159,0.5273,-0.1818,1.0
12,0.1333,-0.0833,-0.0833,-0.0833
13,1.0,1.0,1.0,1.0
