round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.5579245048649105,0.6196603190941843,0.8466947960618847,0.48863636363636365,
2,0.5798314580490536,0.632808532249873,0.8453188602442334,0.5056818181818182,
3,0.5988061739525808,0.6460132046724225,0.8629579375848032,0.5162337662337663,
4,0.6126183569340549,0.6568974229408793,0.8701472556894244,0.5275974025974026,
5,0.6246966728893634,0.6646403242147924,0.8840970350404312,0.5324675324675324,
6,0.6347000839365247,0.6700302724520686,0.8853333333333333,0.538961038961039,
7,0.6434533971378672,0.6783216783216783,0.8818181818181818,0.5511363636363636,
8,0.6512930440168828,0.6838383838383838,0.9050802139037433,0.549512987012987,
9,0.657485741235216,0.6853988961364776,0.897503285151117,0.5543831168831169,
10,0.6636393578516618,0.6895161290322581,0.9095744680851063,0.5551948051948052,
11,0.6693642066413729,0.6928104575163399,0.9101717305151915,0.5592532467532467,
12,0.6746769522811402,0.6969397828232972,0.889168765743073,0.573051948051948,
13,0.6796317344957069,0.7009300048947626,0.8828606658446363,0.5811688311688312,
14,0.6843502112136026,0.708984375,0.8897058823529411,0.5892857142857143,
15,0.688518484430301,0.713170731707317,0.8936430317848411,0.5933441558441559,
16,0.6924152991852712,0.71751968503937,0.91125,0.5917207792207793,
17,0.6961731788100578,0.7199211045364892,0.9170854271356784,0.5925324675324676,
18,0.6997748039310807,0.7226061204343535,0.9219143576826196,0.5941558441558441,
19,0.7021680252592014,0.7239324726911619,0.9322250639386189,0.5917207792207793,
20,0.7049591595059567,0.7260206591244466,0.9213483146067416,0.599025974025974,
