dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name
baf,ffd,dirichlet,0.5,none,42,20,5,18,0.15709894158153,0.23199251637043966,0.18924074780618086,0.29969788519637464,0.1568262560868991,0.23601270461763987,0.1980319803198032,0.2920193470374849,0.01064326114930198,-0.8385788889586717,0.9647110803106695,val_f1_tuned,0.21404141187667847,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,n/a,0,0.011026666666666667,2026-07-28T14:29:51Z,926.891,ffd_dirichlet_alpha0.5_none_seed42
