round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
2,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
3,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
4,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
5,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
6,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
7,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
8,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
9,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
10,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
11,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
12,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
13,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
14,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
15,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
16,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
17,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
18,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
19,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
20,0.14132635635647478,0.2189534603327707,0.18218298555377208,0.2743202416918429,
