k,between_mean,within_mean,within_min,within_max
1,0.2125,1.0,1.0,1.0
2,0.4857,1.0,1.0,1.0
3,0.8,1.0,1.0,1.0
4,0.82,1.0,1.0,1.0
5,0.82,1.0,1.0,1.0
6,0.8,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0
