round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.6282693900088572,0.6131774707757705,0.8876923076923077,0.46834415584415584,
2,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
3,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
4,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
5,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
6,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
7,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
8,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
9,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
10,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
11,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
12,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
13,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
14,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
15,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
16,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
17,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
18,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
19,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
20,0.6282693969557192,0.6131774707757705,0.8876923076923077,0.46834415584415584,
