round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.6099742665462732,0.5888827738029719,0.9145299145299145,0.4342532467532468,
2,0.6138720200489162,0.5879757308328737,0.9173838209982789,0.43262987012987014,
3,0.6172621563315185,0.5881702598120508,0.9220103986135182,0.4318181818181818,
4,0.6210324715793657,0.5861495844875346,0.9232111692844677,0.42938311688311687,
5,0.6235762300226595,0.5879090404880755,0.9281961471103327,0.4301948051948052,
6,0.6237031043092444,0.5902547065337763,0.9285714285714286,0.43262987012987014,
7,0.6240595015111888,0.5902547065337763,0.9285714285714286,0.43262987012987014,
8,0.6235057870209485,0.5902547065337763,0.9285714285714286,0.43262987012987014,
9,0.6237285302323985,0.5910348644161594,0.928695652173913,0.43344155844155846,
10,0.6239355459425355,0.5918141592920354,0.9288194444444444,0.4342532467532468,
11,0.6241136748675145,0.5925925925925926,0.92894280762565,0.43506493506493504,
12,0.6242887795251414,0.5925925925925926,0.92894280762565,0.43506493506493504,
13,0.6244311155321438,0.5925925925925926,0.92894280762565,0.43506493506493504,
14,0.6246055037081693,0.5925925925925926,0.92894280762565,0.43506493506493504,
15,0.6247577699864851,0.5925925925925926,0.92894280762565,0.43506493506493504,
16,0.6249177469156015,0.5925925925925926,0.92894280762565,0.43506493506493504,
17,0.6250561628688874,0.5933701657458563,0.9290657439446367,0.43587662337662336,
18,0.6252127179264622,0.5933701657458563,0.9290657439446367,0.43587662337662336,
19,0.6253561802203879,0.5933701657458563,0.9290657439446367,0.43587662337662336,
20,0.6255038214351184,0.5933701657458563,0.9290657439446367,0.43587662337662336,
