round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.6460815956735637,0.03749942414889206,0.019111271110832852,0.9910714285714286,
2,0.6460869253483801,0.037458009295476505,0.01908975782117228,0.9910714285714286,
3,0.6459562392622922,0.03746662984442603,0.019094235761423703,0.9910714285714286,
4,0.6461272907185571,0.037555941743690695,0.019140631123512723,0.9910714285714286,
5,0.644816427906149,0.037184230962496005,0.01894756443878897,0.9910714285714286,
6,0.6434028193922667,0.03689546285524348,0.01879762912785775,0.9910714285714286,
7,0.6452830943934993,0.03734002048960993,0.019028472579363225,0.9910714285714286,
8,0.6445358500563388,0.03714915950406937,0.01892935212315706,0.9910714285714286,
9,0.6445915372033564,0.03706908329158887,0.018887771676077036,0.9910714285714286,
10,0.6441718089511326,0.03706852059868241,0.018887479503758933,0.9910714285714286,
11,0.6442370264107221,0.036983189459336666,0.018843174172042346,0.9910714285714286,
12,0.6439805929061257,0.03695464657011849,0.018828355101851994,0.9910714285714286,
13,0.6439026483887924,0.03701738695447862,0.018860929607488763,0.9910714285714286,
14,0.646203131166275,0.03750575948395024,0.019114562134068067,0.9910714285714286,
15,0.644280875766026,0.03707865168539326,0.01889273998885932,0.9910714285714286,
16,0.6442473137130832,0.03696135857966671,0.018831839844533214,0.9910714285714286,
17,0.6439149243098646,0.036985990155244224,0.018844628277746054,0.9910714285714286,
18,0.6435550803101098,0.03696695378373878,0.018834744782266648,0.9910714285714286,
19,0.6444254705317753,0.03699719718203166,0.018850446945486547,0.9910714285714286,
20,0.6457956959343423,0.037447669871647424,0.01908438706450554,0.9910714285714286,
