round,val_auprc,val_f1,val_precision,val_recall,train_loss
1,0.7039946406351387,0.7193753050268423,0.9020807833537332,0.5982142857142857,
2,0.7630451846868345,0.76001885902876,0.906636670416198,0.6542207792207793,
3,0.7839249337783933,0.768646080760095,0.9266895761741123,0.6566558441558441,
4,0.7973671607590015,0.7747252747252747,0.8886554621848739,0.6866883116883117,
5,0.8058925958162767,0.7813953488372093,0.9150326797385621,0.6818181818181818,
6,0.8131078260092506,0.7863405629903092,0.9112299465240642,0.6915584415584416,
7,0.820449262632176,0.7908675799086758,0.9039665970772442,0.702922077922078,
8,0.8256415026610058,0.7932141219624026,0.9114857744994731,0.7021103896103896,
9,0.8304175388949121,0.7958257713248639,0.9022633744855967,0.7118506493506493,
10,0.8339720372487517,0.7972850678733032,0.9008179959100204,0.7150974025974026,
11,0.8363693966886359,0.8016491067338525,0.9200841219768665,0.7102272727272727,
12,0.8384939170579295,0.8039837030330467,0.9089048106448311,0.7207792207792207,
13,0.8427780747167873,0.8047337278106509,0.9160621761658031,0.7175324675324676,
14,0.8453360243779091,0.8069216757741348,0.9190871369294605,0.7191558441558441,
15,0.8473520178838032,0.8067150635208712,0.9146090534979424,0.7215909090909091,
16,0.8501113794426138,0.808937528499772,0.922996878251821,0.7199675324675324,
17,0.8509700748835726,0.808294930875576,0.9349680170575693,0.7118506493506493,
18,0.8539402100394861,0.809634089856415,0.9428263214670982,0.7094155844155844,
19,0.8560834664366979,0.8094804010938924,0.9230769230769231,0.7207792207792207,
20,0.8560786664947885,0.8100686498855835,0.9286463798530955,0.7183441558441559,
