dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name
creditcard,fedxgbllr,iid,,smote,42,50,5,16,0.7897589206695557,0.7972972989082336,0.7972972989082336,0.7972972989082336,0.805952250957489,0.8201438784599304,0.8769230842590332,0.7702702879905701,0.0017318917671218514,4.026344299316406,12.343718528747559,val_f1_tuned,5.663943011313677e-05,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,7b688054df33b633896520415072d91c219323722215a77477bb3e20fe2e3cbf,26,n/a,0,0.0017321286723017693,2026-07-29T17:44:18Z,405.21,fedxgbllr_iid_alpha-_smote_seed42
