k,between_mean,within_mean,within_min,within_max
1,0.35,1.0,1.0,1.0
2,0.5864,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0
5,0.805,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0
8,0.87,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0
11,0.5864,0.7636,0.4091,1.0
12,0.35,0.5667,-0.0833,1.0
13,1.0,1.0,1.0,1.0
