k,between_mean,within_mean,within_min,within_max
1,0.7833,0.7833,-0.0833,1.0
2,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0
6,0.8762,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0
11,0.6455,0.7636,0.4091,1.0
12,0.2417,0.5667,-0.0833,1.0
13,1.0,1.0,1.0,1.0
