dataset,model,scheme,alpha,oversampling,random_seed,rounds_configured,num_clients,best_round,best_val_auprc,best_val_f1,best_val_precision,best_val_recall,test_auprc,test_f1,test_precision,test_recall,test_brier,test_cal_intercept,test_cal_slope,threshold_policy,threshold,data_hash,partition_hash,rounds_completed,n_iter_selected,n_clients_below_smote_floor,baseline_auprc,timestamp,duration_seconds,run_name,test_recall_at_fpr,test_threshold_at_fpr,test_actual_fpr,best_val_recall_at_fpr
baf,svm,dirichlet,0.5,none,42,20,5,18,0.12046209739862032,0.19847715736040608,0.1711159737417943,0.2362537764350453,0.11941133759349062,0.18882733148661127,0.1527259148618372,0.24727932285368803,NA,NA,NA,val_f1_tuned,-46.233618913632164,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,n/a,0,0.011026666666666667,2026-07-28T13:30:47Z,17.4,svm_dirichlet_alpha0.5_none_seed42,0.477025,-49.141031,0.049991,
